,playerID,career_DivWin,career_WCWin,career_LgWin,career_WSWin,career_team_wins,career_team_games,G,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,IBB,HBP,SH,SF,GIDP,post_G,post_AB,post_R,post_H,post_2B,post_3B,post_HR,post_RBI,post_SB,post_CS,post_BB,post_SO,post_IBB,post_HBP,post_SH,post_SF,post_GIDP,fielding_G,fielding_GS,InnOuts,PO,A,E,DP,PB,fielding_WP,fielding_SB,fielding_CS,ZR,fielding_post_G,fielding_post_GS,post_InnOuts,post_PO,post_A,post_E,post_DP,post_TP,post_PB,inducted,seasons_played,ALCS MVP,All-Star Game MVP,Babe Ruth Award,Baseball Magazine All-Star,Bob Feller Act of Valor Award - HOF Player,Bob Feller Act of Valor Award - MLB Player,Bob Feller Act of Valor Award - Patriot Award,Branch Rickey Award,Comeback Player of the Year,Cy Young Award,Gold Glove,Hank Aaron Award,Hutch Award,Lou Gehrig Memorial Award,MLB Players Choice Comeback Player,MLB Players Choice Man of the Year,MLB Players Choice Outstanding Pitcher,MLB Players Choice Outstanding Player,MLB Players Choice Outstanding Rookie,MLB Players Choice Player of the Year,MLB Players Curt Flood Award,Most Valuable Player,NLCS MVP,Outstanding DH Award,Pitcher of the Month,Pitching Triple Crown,Platinum Glove,Player of the Month,Player of the Week,Reliever of the Month,Reliever of the Year Award,Roberto Clemente Award,Rookie of the Month,Rookie of the Year,Silver Slugger,TSN All-Star,TSN Comeback Player of the Year,TSN Fireman of the Year,TSN Guide MVP,TSN Major League Player of the Year,TSN Pitcher of the Year,TSN Player of the Year,TSN Reliever of the Year,TSN Rookie Pitcher of the Year,TSN Rookie Player of the Year,TSN Rookie of the Year,This Year in Baseball Best Bounceback Player,This Year in Baseball Best Play - Offense,This Year in Baseball Best Player,This Year in Baseball Breakout Hitter of the Year,This Year in Baseball Breakout Pitcher of the Year,This Year in Baseball Breakout Player of the Year,This Year in Baseball Closer of the Year,This Year in Baseball Defensive Player of the Year,This Year in Baseball Dependable Player of the Year,This Year in Baseball Hitter of the Year,This Year in Baseball Moment of the Year,This Year in Baseball Oddity of the Year,This Year in Baseball Performance of the Year,This Year in Baseball Pitching Performance of the Year,This Year in Baseball Play of the Year,This Year in Baseball Postseason MVP,This Year in Baseball Postseason Moment of the Year,This Year in Baseball Rookie of the Year,This Year in Baseball Setup Man of the Year,This Year in Baseball Starter of the Year,This Year in Baseball X-Factor Player of the Year,Triple Crown,World Series MVP,nameFirst,nameLast,hof_eligibility,AVG,post_AVG,OBP,post_OBP,1B,SLG,post_1B,post_SLG,OPS,post_OPS
16021,robinja02,0,0,6,1,945,1551,1382.0,4877.0,947.0,1518.0,273.0,54.0,137.0,734.0,197.0,30.0,740.0,291.0,7.0,72.0,104.0,9.0,113.0,38.0,137.0,22.0,32.0,7.0,1.0,2.0,12.0,6.0,0.0,21.0,14.0,2.0,0.0,2.0,0.0,5.0,1364.0,311.0,7645.0,4007.0,2728.0,117.0,830.0,0.0,0.0,0.0,0.0,0.0,38.0,38.0,988.0,88.0,64.0,3.0,17.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jackie,Robinson,1,0.3112569202378511,0.23357664233576642,0.4089154089154089,0.33544303797468356,1054.0,0.47365183514455605,22.0,0.34306569343065696,0.882567244059965,0.6785087314053405
16032,robinwi01,0,0,3,0,1250,2388,1371.0,5075.0,637.0,1388.0,212.0,51.0,18.0,722.0,196.0,0.0,286.0,323.0,0.0,27.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1356.0,0.0,33852.0,5408.0,1467.0,434.0,131.0,491.0,0.0,1586.0,881.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Wilbert,Robinson,1,0.2734975369458128,0.0,0.31570155902004454,0.0,1107.0,0.3460098522167488,0.0,0.0,0.6617114112367933,0.0
16033,robinya01,0,0,4,1,795,1381,981.0,3436.0,700.0,827.0,148.0,44.0,16.0,400.0,272.0,0.0,667.0,309.0,0.0,76.0,0.0,0.0,0.0,38.0,124.0,22.0,34.0,8.0,4.0,0.0,14.0,8.0,0.0,19.0,21.0,0.0,0.0,0.0,0.0,0.0,998.0,0.0,25887.0,2185.0,2534.0,659.0,312.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,William,Robinson,1,0.24068684516880093,0.27419354838709675,0.3756879636276621,0.3706293706293706,619.0,0.3233410942956927,22.0,0.4032258064516129,0.6990290579233548,0.7738551770809835
16057,rodgean01,0,0,0,0,855,1748,854.0,2521.0,268.0,628.0,112.0,23.0,45.0,245.0,22.0,20.0,290.0,507.0,26.0,18.0,21.0,21.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,748.0,678.0,18164.0,1607.0,1993.0,152.0,425.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Andre,Rodgers,1,0.24910749702499008,0.0,0.32842105263157895,0.0,448.0,0.3653312177707259,0.0,0.0,0.6937522704023049,0.0
16064,rodnefe01,0,7,2,1,1725,3402,951.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,951.0,0.0,2799.0,59.0,103.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,52.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fernando,Rodney,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16066,rodrial01,8,4,1,1,1887,3495,2784.0,10566.0,2021.0,3115.0,548.0,31.0,696.0,2086.0,329.0,76.0,1338.0,2287.0,97.0,176.0,16.0,111.0,261.0,76.0,278.0,43.0,72.0,16.0,0.0,13.0,41.0,8.0,3.0,39.0,77.0,4.0,9.0,1.0,3.0,6.0,2468.0,2438.0,63551.0,2781.0,5681.0,235.0,1060.0,0.0,0.0,0.0,0.0,0.0,72.0,71.0,1959.0,62.0,147.0,4.0,19.0,0.0,0.0,0.0,22.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,10.0,13.0,0.0,0.0,0.0,0.0,0.0,10.0,8.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alex,Rodriguez,1,0.2948135529055461,0.2589928057553957,0.37970634074317117,0.364741641337386,1840.0,0.5501608934317622,43.0,0.4568345323741007,0.9298672341749334,0.8215761737114867
16068,rodriau01,5,0,2,1,1607,3174,2017.0,6611.0,612.0,1570.0,287.0,46.0,124.0,648.0,35.0,31.0,324.0,943.0,37.0,27.0,82.0,34.0,167.0,14.0,34.0,1.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,3.0,0.0,0.0,0.0,0.0,2015.0,1789.0,48287.0,1562.0,4207.0,218.0,421.0,0.0,0.0,0.0,0.0,0.0,14.0,10.0,280.0,7.0,25.0,2.0,2.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aurelio,Rodriguez,1,0.23748298290727576,0.20588235294117646,0.2745854774156661,0.2702702702702703,1113.0,0.35108153078202997,6.0,0.23529411764705882,0.625667008197696,0.505564387917329
16081,rodrife01,4,1,1,0,1030,1925,563.0,17.0,4.0,4.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,5.0,0.0,1.0,2.0,0.0,0.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,563.0,1.0,1759.0,12.0,58.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,65.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Felix,Rodriguez,1,0.23529411764705882,0.0,0.2777777777777778,0.0,2.0,0.47058823529411764,0.0,0.0,0.7483660130718954,0.0
16085,rodrifr03,5,1,1,1,1510,2915,948.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,948.0,0.0,2928.0,70.0,65.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,110.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Francisco,Rodriguez,1,0.5,0.0,0.5,0.0,1.0,0.5,0.0,0.0,1.0,0.0
16091,rodrihe02,2,1,1,0,991,2021,950.0,3031.0,389.0,784.0,176.0,9.0,160.0,523.0,10.0,14.0,276.0,803.0,33.0,11.0,2.0,23.0,53.0,3.0,7.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,861.0,788.0,19574.0,1853.0,92.0,30.0,51.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,51.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Henry,Rodriguez,1,0.2586605080831409,0.14285714285714285,0.3205627057767136,0.25,439.0,0.4810293632464533,0.0,0.2857142857142857,0.8015920690231668,0.5357142857142857
16094,rodriiv01,3,2,2,1,1830,3660,2543.0,9592.0,1354.0,2844.0,572.0,51.0,311.0,1332.0,127.0,64.0,513.0,1474.0,67.0,58.0,31.0,76.0,337.0,40.0,153.0,17.0,39.0,9.0,0.0,4.0,25.0,1.0,0.0,14.0,32.0,3.0,0.0,1.0,2.0,3.0,2436.0,2356.0,61218.0,14922.0,1233.0,143.0,164.0,127.0,0.0,786.0,661.0,0.0,40.0,40.0,1071.0,296.0,18.0,1.0,4.0,0.0,1.0,1.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ivan,Rodriguez,1,0.2964970809007506,0.2549019607843137,0.3335286649086825,0.3136094674556213,1910.0,0.4640325271059216,26.0,0.39215686274509803,0.7975611920146041,0.7057663302007193
16113,rodriri02,2,1,1,0,1080,2203,610.0,28.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,9.0,0.0,0.0,4.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,609.0,2.0,1922.0,38.0,111.0,6.0,10.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rich,Rodriguez,1,0.10714285714285714,0.0,0.1935483870967742,0.0,3.0,0.10714285714285714,0.0,0.0,0.30069124423963134,0.0
16126,rodriwa01,1,3,1,0,940,1944,280.0,447.0,24.0,60.0,10.0,0.0,0.0,21.0,0.0,0.0,10.0,130.0,0.0,0.0,53.0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,275.0,263.0,4672.0,81.0,197.0,10.0,16.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,14.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Wandy,Rodriguez,1,0.1342281879194631,0.0,0.15283842794759825,0.0,50.0,0.15659955257270694,0.0,0.0,0.3094379805203052,0.0
16132,roebued01,0,0,3,2,1100,2062,460.0,137.0,14.0,28.0,4.0,0.0,2.0,10.0,0.0,0.0,4.0,39.0,0.0,0.0,8.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,460.0,1.0,2373.0,52.0,166.0,14.0,10.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,19.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ed,Roebuck,1,0.20437956204379562,0.0,0.22695035460992907,0.0,22.0,0.2773722627737226,0.0,0.0,0.5043226173836517,0.0
16135,roeniga01,2,0,2,1,979,1880,1064.0,2708.0,367.0,670.0,135.0,4.0,121.0,410.0,16.0,20.0,406.0,428.0,16.0,41.0,23.0,26.0,77.0,14.0,32.0,6.0,6.0,2.0,0.0,1.0,5.0,0.0,0.0,5.0,8.0,0.0,2.0,0.0,0.0,3.0,952.0,690.0,19689.0,1801.0,71.0,20.0,23.0,0.0,0.0,0.0,0.0,0.0,15.0,8.0,240.0,23.0,4.0,0.0,1.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Gary,Roenicke,1,0.24741506646971936,0.1875,0.3511474379126061,0.3333333333333333,410.0,0.4342688330871492,3.0,0.34375,0.7854162709997553,0.6770833333333333
16138,roepr01,0,0,3,0,1028,1868,333.0,620.0,37.0,68.0,3.0,0.0,1.0,28.0,0.0,0.0,38.0,215.0,0.0,0.0,63.0,0.0,7.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0,333.0,10.0,189.0,90.0,295.0,10.0,26.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,85.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Preacher,Roe,1,0.10967741935483871,0.0,0.16109422492401215,0.0,64.0,0.11935483870967742,0.0,0.0,0.2804490636336896,0.0
16144,rogelbi01,0,0,2,1,1048,2155,1482.0,5149.0,755.0,1375.0,256.0,75.0,42.0,609.0,82.0,62.0,649.0,416.0,0.0,21.0,100.0,0.0,2.0,13.0,53.0,4.0,15.0,3.0,0.0,0.0,5.0,1.0,1.0,3.0,9.0,0.0,0.0,0.0,0.0,1.0,1426.0,0.0,0.0,2611.0,4315.0,324.0,862.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,360.0,25.0,28.0,3.0,10.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Billy,Rogell,1,0.2670421441056516,0.2830188679245283,0.3514349544595291,0.32142857142857145,1002.0,0.37036317731598367,12.0,0.33962264150943394,0.7217981317755128,0.6610512129380054
16157,rogerke01,2,3,2,1,1717,3337,763.0,66.0,5.0,9.0,1.0,1.0,0.0,4.0,1.0,0.0,4.0,25.0,0.0,0.0,5.0,0.0,1.0,12.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,762.0,474.0,9908.0,258.0,743.0,44.0,65.0,0.0,0.0,0.0,0.0,0.0,12.0,8.0,130.0,2.0,11.0,0.0,1.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kenny,Rogers,1,0.13636363636363635,0.25,0.18571428571428572,0.25,7.0,0.18181818181818182,1.0,0.25,0.36753246753246754,0.5
16162,rogerst01,1,0,0,0,1014,2048,406.0,881.0,47.0,122.0,8.0,2.0,0.0,39.0,1.0,2.0,61.0,268.0,0.0,1.0,101.0,1.0,10.0,4.0,7.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,399.0,393.0,8513.0,237.0,462.0,31.0,37.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,83.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Steve,Rogers,1,0.13847900113507378,0.2857142857142857,0.19491525423728814,0.2857142857142857,112.0,0.15209988649262202,2.0,0.2857142857142857,0.34701514072991013,0.5714285714285714
16180,rojasco01,2,0,0,0,1420,2745,1822.0,6309.0,713.0,1660.0,254.0,25.0,54.0,593.0,74.0,68.0,396.0,489.0,30.0,20.0,87.0,59.0,181.0,5.0,13.0,2.0,4.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1738.0,1542.0,41248.0,3466.0,3965.0,134.0,971.0,1.0,2.0,1.0,0.0,0.0,4.0,2.0,54.0,5.0,6.0,0.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cookie,Rojas,1,0.2631161832303059,0.3076923076923077,0.30601415094339623,0.2857142857142857,1327.0,0.3369789190045966,4.0,0.3076923076923077,0.6429930699479929,0.5934065934065934
